pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
670;Floette;Floette;6;Normal;Single Bloom;1;Fairy;;0.2;0.9;54;45;47;75;98;52;120;0.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
671;Florges;Florges;6;Normal;Garden;1;Fairy;;1.1;10.0;78;65;68;112;154;75;45;0.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
672;Skiddo;MÃ¤hikel;6;Normal;Mount;1;Grass;;0.9;31.0;66;65;48;62;57;52;200;50.0;20;1;2;0.5;0.5;0;2;1;2;0.5;2;1;2;1;1;1;1;1;1
673;Gogoat;Chevrumm;6;Normal;Mount;1;Grass;;1.7;91.0;123;100;62;97;81;68;45;50.0;20;1;2;0.5;0.5;0;2;1;2;0.5;2;1;2;1;1;1;1;1;1
674;Pancham;Pam-Pam;6;Normal;Playful;1;Fighting;;0.6;8.0;67;82;62;46;48;43;220;50.0;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
675;Pangoro;Pandagro;6;Normal;Daunting;2;Fighting;Dark;2.1;136.0;95;124;78;69;71;58;65;50.0;25;1;1;1;1;1;1;2;1;1;2;0;1;0.5;0.5;1;0.25;1;4
676;Furfrou;Coiffwaff;6;Normal;Poodle;1;Normal;;1.2;28.0;75;80;60;65;90;102;160;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
677;Espurr;Psiau;6;Normal;Restraint;1;Psychic;;0.3;3.5;62;48;54;63;60;68;190;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
678;Meowstic Male;Psiaugon;6;Normal;Constraint;1;Psychic;;0.6;8.5;74;48;76;83;81;104;75;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
678;Meowstic Female;Psiaugon;6;Normal;Constraint;1;Psychic;;0.6;8.5;74;48;76;83;81;104;75;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
679;Honedge;Gramokles;6;Normal;Sword;2;Steel;Ghost;0.8;2.0;45;80;100;35;37;28;180;50.0;20;0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5
680;Doublade;Duokles;6;Normal;Sword;2;Steel;Ghost;0.8;4.5;59;110;150;45;49;35;90;50.0;20;0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5
681;Aegislash Blade Forme;Durengard;6;Normal;Royal Sword;2;Steel;Ghost;1.7;53.0;60;150;50;150;50;60;45;50.0;20;0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5
681;Aegislash Shield Forme;Durengard;6;Normal;Royal Sword;2;Steel;Ghost;1.7;53.0;60;50;150;50;150;60;45;50.0;20;0;2;1;1;0.5;0.5;0;0;2;0.5;0.5;0.25;0.5;2;0.5;2;0.5;0.5
682;Spritzee;Parfi;6;Normal;Perfume;1;Fairy;;0.2;0.5;78;52;60;63;65;23;200;50.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
683;Aromatisse;Parfinesse;6;Normal;Fragrance;1;Fairy;;0.8;15.5;101;72;72;99;89;29;140;50.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
684;Swirlix;Flauschling;6;Normal;Cotton Candy;1;Fairy;;0.4;3.5;62;48;66;59;57;49;200;50.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
685;Slurpuff;Sabbaione;6;Normal;Meringue;1;Fairy;;0.8;5.0;82;80;86;85;75;72;140;50.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
686;Inkay;Iscalar;6;Normal;Revolving;2;Dark;Psychic;0.4;3.5;53;54;53;37;46;45;190;50.0;20;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;2
687;Malamar;Calamanero;6;Normal;Overturning;2;Dark;Psychic;1.5;47.0;86;92;88;68;75;73;80;50.0;20;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;2
688;Binacle;Bithora;6;Normal;Two-Handed;2;Rock;Water;0.5;31.0;42;52;67;39;56;50;120;50.0;20;0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1
689;Barbaracle;Thanathora;6;Normal;Collective;2;Rock;Water;1.3;96.0;72;105;115;54;86;68;45;50.0;20;0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1
690;Skrelp;Algitt;6;Normal;Mock Kelp;2;Poison;Water;0.5;7.3;50;60;60;60;60;30;225;50.0;20;1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5
691;Dragalge;Tandrak;6;Normal;Mock Kelp;2;Poison;Dragon;1.8;81.5;65;75;90;97;123;44;55;50.0;20;1;0.5;0.5;0.5;0.25;2;0.5;0.5;2;1;2;0.5;1;1;2;1;1;1
692;Clauncher;Scampisto;6;Normal;Water Gun;1;Water;;0.5;8.3;50;53;62;58;63;44;225;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
693;Clawitzer;Wummer;6;Normal;Howitzer;1;Water;;1.3;35.3;71;73;88;120;89;59;55;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
694;Helioptile;Eguana;6;Normal;Generator;2;Electric;Normal;0.5;6.0;44;38;33;61;43;70;190;50.0;20;1;1.25;0;0.5;1;1;2;1;2;0.5;1;1;1;0;1;1;0.5;1
695;Heliolisk;Elezard;6;Normal;Generator;2;Electric;Normal;1.0;21.0;62;55;52;109;94;109;75;50.0;20;1;1.25;0;0.5;1;1;2;1;2;0.5;1;1;1;0;1;1;0.5;1
696;Tyrunt;Balgoras;6;Normal;Royal Heir;2;Rock;Dragon;0.8;26.0;58;89;77;45;45;48;45;87.5;30;0.5;0.25;1;0.5;1;2;2;0.5;2;0.5;1;1;1;1;2;1;2;2
697;Tyrantrum;Monargoras;6;Normal;Despot;2;Rock;Dragon;2.5;270.0;82;121;119;69;59;71;45;87.5;30;0.5;0.25;1;0.5;1;2;2;0.5;2;0.5;1;1;1;1;2;1;2;2
698;Amaura;Amarino;6;Normal;Tundra;2;Rock;Ice;1.3;25.2;77;59;50;67;63;46;45;87.5;30;0.5;1;2;1;2;0.5;4;0.5;2;0.5;1;1;2;1;1;1;4;1
699;Aurorus;Amagarga;6;Normal;Tundra;2;Rock;Ice;2.7;225.0;123;77;72;99;92;58;45;87.5;30;0.5;1;2;1;2;0.5;4;0.5;2;0.5;1;1;2;1;1;1;4;1
700;Sylveon;Feelinara;6;Normal;Intertwining;1;Fairy;;1.0;23.5;95;65;65;110;130;60;45;87.5;35;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
701;Hawlucha;Resladero;6;Normal;Wrestling;2;Fighting;Flying;0.8;21.5;78;92;75;74;63;118;100;50.0;20;1;1;1;2;0.5;2;0.5;1;0;2;2;0.25;1;1;1;0.5;1;2
702;Dedenne;Dedenne;6;Normal;Antenna;2;Electric;Fairy;0.2;2.2;67;58;57;81;67;101;180;50.0;20;1;1;1;0.5;1;1;0.5;2;2;0.5;1;0.5;1;1;0;0.5;1;1
703;Carbink;Rocara;6;Normal;Jewel;2;Rock;Fairy;0.3;5.7;50;50;150;50;150;50;60;;25;0.5;0.5;2;1;2;1;1;1;2;0.5;1;0.5;1;1;0;0.5;4;1
704;Goomy;Viscora;6;Normal;Soft Tissue;1;Dragon;;0.3;2.8;45;50;35;55;75;40;45;50.0;40;1;0.5;0.5;0.5;0;2;1;1;1;1;1;1;1;1;2;1;1;2
705;Sliggoo;Viscargot;6;Normal;Soft Tissue;1;Dragon;;0.8;17.5;68;75;53;83;113;60;45;50.0;40;1;0.5;0.5;0.5;0;2;1;1;1;1;1;1;1;1;2;1;1;2
706;Goodra;Viscogon;6;Normal;Dragon;1;Dragon;;2.0;150.5;90;100;70;110;150;80;45;50.0;40;1;0.5;0.5;0.5;0;2;1;1;1;1;1;1;1;1;2;1;1;2
707;Klefki;Clavion;6;Normal;Key Ring;2;Steel;Fairy;0.2;3.0;57;80;91;80;87;75;75;50.0;20;0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.5;0.25;0.5;1;0;0.5;1;0.5
708;Phantump;Paragoni;6;Normal;Stump;2;Ghost;Grass;0.4;7.0;43;70;48;50;60;38;120;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
709;Trevenant;Trombork;6;Normal;Elder Tree;2;Ghost;Grass;1.5;71.0;85;110;76;65;82;56;60;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
710;Pumpkaboo Average Size;Irrbis;6;Normal;Pumpkin;2;Ghost;Grass;0.4;5.0;49;66;70;44;55;51;120;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
710;Pumpkaboo Small Size;Irrbis;6;Normal;Pumpkin;2;Ghost;Grass;0.3;3.5;44;66;70;44;55;56;120;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
710;Pumpkaboo Large Size;Irrbis;6;Normal;Pumpkin;2;Ghost;Grass;0.5;7.5;54;66;70;44;55;46;120;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
710;Pumpkaboo Super Size;Irrbis;6;Normal;Pumpkin;2;Ghost;Grass;0.8;15.0;59;66;70;44;55;41;120;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
711;Gourgeist Average Size;Pumpdjinn;6;Normal;Pumpkin;2;Ghost;Grass;0.9;12.5;65;90;122;58;75;84;60;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
711;Gourgeist Small Size;Pumpdjinn;6;Normal;Pumpkin;2;Ghost;Grass;0.7;9.5;55;85;122;58;75;99;60;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
711;Gourgeist Large Size;Pumpdjinn;6;Normal;Pumpkin;2;Ghost;Grass;1.1;14.0;75;95;122;58;75;69;60;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
711;Gourgeist Super Size;Pumpdjinn;6;Normal;Pumpkin;2;Ghost;Grass;1.7;39.0;85;100;122;58;75;54;60;50.0;20;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
712;Bergmite;Arktip;6;Normal;Ice Chunk;1;Ice;;1.0;99.5;55;69;85;32;35;28;190;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
713;Avalugg;Arktilas;6;Normal;Iceberg;1;Ice;;2.0;505.0;95;117;184;44;46;28;55;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
714;Noibat;eF-eM;6;Normal;Sound Wave;2;Flying;Dragon;0.5;8.0;40;30;35;45;40;55;190;50.0;20;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
715;Noivern;UHaFnir;6;Normal;Sound Wave;2;Flying;Dragon;1.5;85.0;85;70;80;97;80;123;45;50.0;20;1;0.5;0.5;1;0.25;4;0.5;1;0;1;1;0.5;2;1;2;1;1;2
716;Xerneas;Xerneas;6;Legendary;Life;1;Fairy;;3.0;215.0;126;131;95;131;98;99;45;;120;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
717;Yveltal;Yveltal;6;Legendary;Destruction;2;Dark;Flying;5.8;203.0;126;131;95;131;98;99;45;;120;1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2
718;Zygarde 50% Forme;Zygarde;6;Legendary;Order;2;Dragon;Ground;5.0;305.0;108;100;121;81;95;95;3;;120;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
718;Zygarde 10% Forme;Zygarde;6;Legendary;Order;2;Dragon;Ground;1.2;33.5;54;100;71;61;85;115;3;;120;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
718;Zygarde Complete Forme;Zygarde;6;Legendary;Order;2;Dragon;Ground;4.5;610.0;216;100;121;91;95;85;3;;120;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
719;Diancie;Diancie;6;Mythical;Jewel;2;Rock;Fairy;0.7;8.8;50;100;150;100;150;50;3;;25;0.5;0.5;2;1;2;1;1;1;2;0.5;1;0.5;1;1;0;0.5;4;1
719;Mega Diancie;Diancie;6;Mythical;Jewel;2;Rock;Fairy;1.1;27.8;50;160;110;160;110;110;3;;25;0.5;0.5;2;1;2;1;1;1;2;0.5;1;0.5;1;1;0;0.5;4;1
720;Hoopa Hoopa Confined;Hoopa;6;Mythical;Mischief;2;Psychic;Ghost;0.5;9.0;80;110;60;150;130;70;3;;120;0;1;1;1;1;1;0;0.5;1;1;0.5;1;1;4;1;4;1;1
720;Hoopa Hoopa Unbound;Hoopa;6;Mythical;Djinn;2;Psychic;Dark;6.5;490.0;80;160;60;170;130;80;3;;120;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;2
721;Volcanion;Volcanion;6;Mythical;Steam;2;Fire;Water;1.7;195.0;80;110;120;130;90;70;3;;120;1;0.25;0;2;1;0.25;1;1;2;1;1;0.5;2;1;1;1;0.25;0.5
722;Rowlet;Bauz;7;Normal;Grass Quill;2;Grass;Flying;0.3;1.5;68;55;55;50;50;42;45;87.5;15;1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1
723;Dartrix;Arboretoss;7;Normal;Blade Quill;2;Grass;Flying;0.7;16.0;78;75;75;70;70;52;45;87.5;15;1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1
724;Decidueye;Silvarro;7;Normal;Arrow Quill;2;Grass;Ghost;1.6;36.6;78;107;75;100;100;70;45;87.5;15;0;2;0.5;0.5;0.5;2;0;1;0.5;2;1;1;1;2;1;2;1;1
725;Litten;Flamiau;7;Normal;Fire Cat;1;Fire;;0.4;4.3;45;65;40;60;40;70;45;87.5;15;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
726;Torracat;Miezunder;7;Normal;Fire Cat;1;Fire;;0.7;25.0;65;85;50;80;50;90;45;87.5;15;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
727;Incineroar;Fuegro;7;Normal;Heel;2;Fire;Dark;1.8;83.0;95;115;90;80;90;60;45;87.5;15;1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1
728;Popplio;Robball;7;Normal;Sea Lion;1;Water;;0.4;7.5;50;54;54;66;56;40;45;87.5;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
729;Brionne;Marikeck;7;Normal;Pop Star;1;Water;;0.6;17.5;60;69;69;91;81;50;45;87.5;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
730;Primarina;Primarene;7;Normal;Soloist;2;Water;Fairy;1.8;44.0;80;74;74;126;116;60;45;87.5;15;1;0.5;0.5;2;2;0.5;0.5;2;1;1;1;0.5;1;1;0;0.5;1;1
731;Pikipek;Peppeck;7;Normal;Woodpecker;2;Normal;Flying;0.3;1.2;35;75;30;30;30;65;255;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
732;Trumbeak;Trompeck;7;Normal;Bugle Beak;2;Normal;Flying;0.6;14.8;55;85;50;40;50;75;120;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
733;Toucannon;Tukanon;7;Normal;Cannon;2;Normal;Flying;1.1;26.0;80;120;75;75;75;60;45;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
734;Yungoos;Mangunior;7;Normal;Loitering;1;Normal;;0.4;6.0;48;70;30;30;30;45;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
735;Gumshoos;Manguspektor;7;Normal;Stakeout;1;Normal;;0.7;14.2;88;110;60;55;60;45;127;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
736;Grubbin;Mabula;7;Normal;Larva;1;Bug;;0.4;4.4;47;62;45;55;45;46;255;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
737;Charjabug;Akkup;7;Normal;Battery;2;Bug;Electric;0.5;10.5;57;82;95;55;75;36;120;50.0;15;1;2;1;0.5;0.5;1;0.5;1;1;1;1;1;2;1;1;1;0.5;1
738;Vikavolt;Donarion;7;Normal;Stag Beetle;2;Bug;Electric;1.5;45.0;77;70;90;145;75;43;45;50.0;15;1;2;1;0.5;0.5;1;0.5;1;0;1;1;1;2;1;1;1;0.5;1
739;Crabrawler;Krabbox;7;Normal;Boxing;1;Fighting;;0.6;7.0;47;82;57;42;47;63;225;50.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
740;Crabominable;Krawell;7;Normal;Woolly Crab;2;Fighting;Ice;1.7;180.0;97;132;77;62;67;43;60;50.0;20;1;2;1;1;1;0.5;2;1;1;2;2;0.5;1;1;1;0.5;2;2
741;Oricorio Baile Style;Choreogel;7;Normal;Dancing;2;Fire;Flying;0.6;3.4;75;70;70;98;70;93;45;25.0;20;1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5
741;Oricorio Pom-Pom Style;Choreogel;7;Normal;Dancing;2;Electric;Flying;0.6;3.4;75;70;70;98;70;93;45;25.0;20;1;1;1;1;0.5;2;0.5;1;0;0.5;1;0.5;2;1;1;1;0.5;1
741;Oricorio Pa'u Style;Choreogel;7;Normal;Dancing;2;Psychic;Flying;0.6;3.4;75;70;70;98;70;93;45;25.0;20;1;1;1;2;0.5;2;0.25;1;0;1;0.5;1;2;2;1;2;1;1
741;Oricorio Sensu Style;Choreogel;7;Normal;Dancing;2;Ghost;Flying;0.6;3.4;75;70;70;98;70;93;45;25.0;20;0;1;1;2;0.5;2;0;0.5;0;1;1;0.25;2;2;1;2;1;1
742;Cutiefly;Wommel;7;Normal;Bee Fly;2;Bug;Fairy;0.1;0.2;40;45;40;55;40;84;190;50.0;20;1;2;1;1;0.5;1;0.25;2;0.5;2;1;0.5;2;1;0;0.5;2;1
743;Ribombee;Bandelby;7;Normal;Bee Fly;2;Bug;Fairy;0.2;0.5;60;55;60;95;70;124;75;50.0;20;1;2;1;1;0.5;1;0.25;2;0.5;2;1;0.5;2;1;0;0.5;2;1
744;Rockruff;Wuffels;7;Normal;Puppy;1;Rock;;0.5;9.2;45;65;40;30;40;60;190;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
744;Own Tempo Rockruff;Wuffels;7;Normal;Puppy;1;Rock;;0.5;9.2;45;65;40;30;40;60;190;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
745;Lycanroc Midday Form;Wolwerock;7;Normal;Wolf;1;Rock;;0.8;25.0;75;115;65;55;65;112;90;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
745;Lycanroc Midnight Form;Wolwerock;7;Normal;Wolf;1;Rock;;1.1;25.0;85;115;75;55;75;82;90;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
745;Lycanroc Dusk Form;Wolwerock;7;Normal;Wolf;1;Rock;;0.8;25.0;75;117;65;55;65;110;90;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
746;Wishiwashi Solo Form;Lusardin;7;Normal;Small Fry;1;Water;;0.2;0.3;45;20;20;25;25;40;60;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
746;Wishiwashi School Form;Lusardin;7;Normal;Small Fry;1;Water;;8.2;78.6;45;140;130;140;135;30;60;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
747;Mareanie;Garstella;7;Normal;Brutal Star;2;Poison;Water;0.4;8.0;50;53;62;43;52;45;190;50.0;20;1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5
748;Toxapex;Aggrostella;7;Normal;Brutal Star;2;Poison;Water;0.7;14.5;50;63;152;53;142;35;75;50.0;20;1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5
749;Mudbray;Pampuli;7;Normal;Donkey;1;Ground;;1.0;110.0;70;100;70;45;55;45;190;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
750;Mudsdale;Pampross;7;Normal;Draft Horse;1;Ground;;2.5;920.0;100;125;100;55;85;35;60;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
751;Dewpider;Araqua;7;Normal;Water Bubble;2;Water;Bug;0.3;4.0;38;40;52;40;72;27;200;50.0;15;1;0.5;0.5;2;1;0.5;0.5;1;0.5;2;1;1;2;1;1;1;0.5;1
752;Araquanid;Aranestro;7;Normal;Water Bubble;2;Water;Bug;1.8;82.0;68;70;92;50;132;42;100;50.0;15;1;0.5;0.5;2;1;0.5;0.5;1;0.5;2;1;1;2;1;1;1;0.5;1
753;Fomantis;Imantis;7;Normal;Sickle Grass;1;Grass;;0.3;1.5;40;55;35;50;35;35;190;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
754;Lurantis;Mantidea;7;Normal;Bloom Sickle;1;Grass;;0.9;18.5;70;105;90;80;90;45;75;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
755;Morelull;Bubungus;7;Normal;Illuminating;2;Grass;Fairy;0.2;1.5;40;35;55;65;75;15;190;50.0;20;1;2;0.5;0.5;0.5;2;0.5;4;0.5;2;1;1;1;1;0;0.5;2;1
756;Shiinotic;Lamellux;7;Normal;Illuminating;2;Grass;Fairy;1.0;11.5;60;45;80;90;100;30;75;50.0;20;1;2;0.5;0.5;0.5;2;0.5;4;0.5;2;1;1;1;1;0;0.5;2;1
757;Salandit;Molunk;7;Normal;Toxic Lizard;2;Poison;Fire;0.6;4.8;48;44;40;71;40;77;120;87.5;20;1;0.5;2;1;0.25;0.5;0.5;0.5;4;1;2;0.25;2;1;1;1;0.5;0.25
758;Salazzle;Amfira;7;Normal;Toxic Lizard;2;Poison;Fire;1.2;22.2;68;64;60;111;60;117;45;0.0;20;1;0.5;2;1;0.25;0.5;0.5;0.5;4;1;2;0.25;2;1;1;1;0.5;0.25
759;Stufful;Velursi;7;Normal;Flailing;2;Normal;Fighting;0.5;6.8;70;75;50;45;50;50;140;50.0;15;1;2;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2
760;Bewear;Kosturso;7;Normal;Strong Arm;2;Normal;Fighting;2.1;135.0;120;125;80;55;60;60;70;50.0;15;1;2;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2
761;Bounsweet;Frubberl;7;Normal;Fruit;1;Grass;;0.3;3.2;42;30;38;30;38;32;235;0.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
762;Steenee;Frubaila;7;Normal;Fruit;1;Grass;;0.7;8.2;52;40;48;40;48;62;120;0.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
763;Tsareena;Fruyal;7;Normal;Fruit;1;Grass;;1.2;21.4;72;120;98;50;98;72;45;0.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
764;Comfey;Curelei;7;Normal;Posy Picker;1;Fairy;;0.1;0.3;51;52;90;82;110;100;60;25.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
765;Oranguru;Kommandutan;7;Normal;Sage;2;Normal;Psychic;1.5;76.0;90;60;80;90;110;60;45;50.0;20;1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1
766;Passimian;Quartermak;7;Normal;Teamwork;1;Fighting;;2.0;82.8;100;120;90;40;60;80;45;50.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
767;Wimpod;ReiÃŸlaus;7;Normal;Turn Tail;2;Bug;Water;0.5;12.0;25;35;40;20;30;80;90;50.0;20;1;1;0.5;2;1;0.5;0.5;1;0.5;2;1;1;2;1;1;1;0.5;1
768;Golisopod;Tectass;7;Normal;Hard Scale;2;Bug;Water;2.0;108.0;75;125;140;60;90;40;45;50.0;20;1;1;0.5;2;1;0.5;0.5;1;0.5;2;1;1;2;1;1;1;0.5;1
769;Sandygast;Sankabuh;7;Normal;Sand Heap;2;Ghost;Ground;0.5;70.0;55;55;80;70;45;15;140;50.0;15;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
770;Palossand;Colossand;7;Normal;Sand Castle;2;Ghost;Ground;1.3;250.0;85;75;110;100;75;35;60;50.0;15;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
771;Pyukumuku;Gufa;7;Normal;Sea Cucumber;1;Water;;0.3;1.2;55;60;130;30;130;5;60;50.0;15;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
772;Type: Null;Typ:Null;7;Sub Legendary;Synthetic;1;Normal;;1.9;120.5;95;95;95;95;95;59;3;;120;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
773;Silvally;Amigento;7;Sub Legendary;Synthetic;1;Normal;;2.3;100.5;95;95;95;95;95;95;3;;120;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
774;Minior Meteor Form;Meteno;7;Normal;Meteor;2;Rock;Flying;0.3;40.0;60;60;100;60;100;60;30;;25;0.5;0.5;2;2;1;2;1;0.5;0;0.5;1;0.5;2;1;1;1;2;1
774;Minior Core Form;Meteno;7;Normal;Meteor;2;Rock;Flying;0.3;0.3;60;100;60;100;60;120;30;;25;0.5;0.5;2;2;1;2;1;0.5;0;0.5;1;0.5;2;1;1;1;2;1
775;Komala;Koalelu;7;Normal;Drowsing;1;Normal;;0.4;19.9;65;115;65;75;95;65;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
776;Turtonator;Tortunator;7;Normal;Blast Turtle;2;Fire;Dragon;2.0;212.0;60;78;135;91;85;36;70;50.0;20;1;0.25;1;0.5;0.25;1;1;1;2;1;1;0.5;2;1;2;1;0.5;1
